fips,white,black,american_indian,asian,pacific_islander,other,two_or_more
421010314012,568.0,185.0,0.0,673.0,0.0,725.0,0.0
421010314022,816.0,197.0,0.0,650.0,0.0,152.0,30.0
421010314021,595.0,177.0,0.0,297.0,0.0,73.0,1.0
421010008043,1205.0,69.0,0.0,155.0,0.0,0.0,0.0
421010012025,616.0,0.0,0.0,26.0,0.0,0.0,0.0
421010008042,751.0,0.0,14.0,265.0,0.0,14.0,17.0
421010008041,1968.0,15.0,0.0,208.0,0.0,31.0,15.0
421010012021,1118.0,60.0,0.0,187.0,0.0,0.0,30.0
421010012023,971.0,117.0,0.0,78.0,0.0,0.0,61.0
421010012022,851.0,16.0,0.0,52.0,0.0,0.0,0.0
421010012024,685.0,108.0,5.0,48.0,0.0,12.0,39.0
421010012012,931.0,0.0,83.0,32.0,0.0,6.0,13.0
421010012014,791.0,25.0,0.0,25.0,0.0,0.0,10.0
421010012013,714.0,0.0,0.0,107.0,19.0,0.0,0.0
421010012011,1082.0,0.0,0.0,135.0,0.0,0.0,111.0
421010008034,382.0,0.0,0.0,0.0,0.0,0.0,13.0
421010008032,908.0,39.0,0.0,184.0,0.0,0.0,61.0
421010008031,642.0,0.0,9.0,48.0,0.0,0.0,30.0
421010008033,561.0,27.0,0.0,99.0,0.0,0.0,0.0
421019809001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010027024,841.0,19.0,0.0,0.0,0.0,0.0,11.0
421010027023,732.0,21.0,0.0,37.0,0.0,154.0,15.0
421010027022,983.0,15.0,0.0,7.0,0.0,0.0,0.0
421010027021,1210.0,144.0,0.0,130.0,0.0,0.0,17.0
421010030023,109.0,414.0,0.0,22.0,0.0,0.0,10.0
421010030022,180.0,726.0,0.0,28.0,0.0,7.0,0.0
421010030021,271.0,550.0,0.0,0.0,0.0,0.0,82.0
421010030024,228.0,222.0,16.0,86.0,0.0,0.0,0.0
421010030011,194.0,18.0,0.0,241.0,0.0,0.0,34.0
421010030015,349.0,103.0,0.0,147.0,0.0,0.0,14.0
421010030013,621.0,158.0,0.0,439.0,0.0,0.0,0.0
421010030012,528.0,29.0,0.0,258.0,0.0,0.0,0.0
421010030014,183.0,406.0,0.0,401.0,0.0,0.0,20.0
421010028025,513.0,0.0,0.0,380.0,0.0,22.0,31.0
421010028024,969.0,0.0,0.0,37.0,0.0,0.0,13.0
421010028023,727.0,0.0,0.0,358.0,0.0,0.0,0.0
421010028022,950.0,0.0,0.0,81.0,0.0,0.0,58.0
421010028021,799.0,12.0,0.0,607.0,0.0,229.0,0.0
421019802001,503.0,93.0,0.0,41.0,0.0,0.0,0.0
421010337022,1209.0,8.0,0.0,588.0,0.0,79.0,0.0
421010337024,764.0,0.0,0.0,75.0,0.0,23.0,0.0
421010337023,1006.0,54.0,0.0,274.0,0.0,0.0,0.0
421010337021,775.0,181.0,0.0,133.0,0.0,52.0,65.0
421010315023,789.0,270.0,0.0,230.0,0.0,40.0,33.0
421010141001,503.0,817.0,0.0,170.0,0.0,0.0,196.0
421010141002,90.0,652.0,0.0,44.0,0.0,0.0,223.0
421010144001,524.0,301.0,8.0,16.0,0.0,171.0,0.0
421010144003,514.0,184.0,0.0,0.0,0.0,157.0,241.0
421010144002,1332.0,175.0,1.0,217.0,0.0,197.0,33.0
421010152001,50.0,650.0,0.0,0.0,0.0,0.0,0.0
421010152004,19.0,1548.0,0.0,16.0,0.0,0.0,0.0
421010152003,73.0,968.0,0.0,0.0,0.0,0.0,0.0
421010152005,0.0,1117.0,0.0,0.0,0.0,0.0,0.0
421010152002,27.0,1305.0,0.0,68.0,0.0,0.0,20.0
421010333001,1307.0,187.0,0.0,18.0,0.0,27.0,6.0
421010333003,705.0,258.0,0.0,16.0,0.0,74.0,0.0
421010333002,1348.0,290.0,0.0,38.0,0.0,0.0,0.0
421010336005,722.0,146.0,0.0,45.0,0.0,22.0,5.0
421010336003,1666.0,421.0,0.0,301.0,0.0,281.0,63.0
421010336001,730.0,117.0,0.0,91.0,0.0,55.0,125.0
421010336004,1306.0,180.0,0.0,76.0,0.0,0.0,15.0
421010336002,765.0,108.0,0.0,59.0,0.0,25.0,0.0
421010363032,1259.0,85.0,0.0,0.0,0.0,0.0,0.0
421010363034,1230.0,0.0,0.0,17.0,0.0,0.0,0.0
421010363031,1915.0,2.0,0.0,96.0,0.0,0.0,0.0
421010363033,1262.0,250.0,0.0,168.0,0.0,0.0,0.0
421010366001,1527.0,201.0,22.0,255.0,0.0,76.0,132.0
421010299003,269.0,362.0,111.0,0.0,0.0,20.0,8.0
421010299001,344.0,635.0,0.0,0.0,4.0,67.0,34.0
421010299002,270.0,278.0,0.0,0.0,0.0,0.0,13.0
421010299004,708.0,781.0,10.0,14.0,0.0,298.0,121.0
421010277003,13.0,589.0,0.0,0.0,0.0,0.0,0.0
421010277005,1.0,543.0,0.0,0.0,0.0,0.0,0.0
421010277006,0.0,516.0,0.0,0.0,0.0,0.0,178.0
421010277002,7.0,1200.0,0.0,0.0,0.0,0.0,0.0
421010309001,458.0,641.0,0.0,574.0,0.0,54.0,16.0
421010309003,455.0,443.0,0.0,168.0,0.0,135.0,338.0
421010309002,425.0,458.0,0.0,188.0,0.0,86.0,0.0
421010320006,1074.0,284.0,0.0,0.0,0.0,0.0,0.0
421010320003,749.0,379.0,0.0,70.0,0.0,106.0,0.0
421010320005,963.0,300.0,0.0,0.0,0.0,0.0,0.0
421010320004,465.0,411.0,0.0,0.0,0.0,0.0,0.0
421010320007,462.0,0.0,0.0,31.0,0.0,104.0,0.0
421010320001,698.0,0.0,0.0,0.0,0.0,46.0,0.0
421010320002,439.0,76.0,0.0,53.0,0.0,149.0,22.0
421010342001,968.0,159.0,0.0,163.0,0.0,88.0,59.0
421010277004,86.0,523.0,0.0,0.0,0.0,0.0,0.0
421010277001,33.0,834.0,0.0,291.0,0.0,0.0,0.0
421010285001,622.0,1402.0,71.0,272.0,0.0,351.0,46.0
421010293002,432.0,894.0,86.0,6.0,89.0,53.0,2.0
421010293001,477.0,244.0,50.0,0.0,0.0,267.0,0.0
421010302004,124.0,1412.0,0.0,20.0,0.0,168.0,45.0
421010302001,428.0,996.0,0.0,0.0,0.0,14.0,0.0
421010302003,496.0,620.0,0.0,208.0,0.0,644.0,88.0
421010122041,330.0,1692.0,0.0,106.0,0.0,41.0,10.0
421010122042,339.0,1348.0,18.0,54.0,0.0,19.0,16.0
421010004021,1196.0,44.0,0.0,78.0,0.0,0.0,36.0
421010004011,1575.0,310.0,0.0,667.0,0.0,9.0,71.0
421010122031,218.0,32.0,81.0,107.0,0.0,0.0,31.0
421010136022,985.0,143.0,0.0,40.0,0.0,0.0,36.0
421010136023,770.0,207.0,11.0,76.0,0.0,0.0,37.0
421010136021,496.0,0.0,0.0,52.0,0.0,10.0,72.0
421010136024,568.0,29.0,0.0,49.0,0.0,0.0,12.0
421010345012,1061.0,314.0,0.0,228.0,0.0,37.0,27.0
421010345011,1222.0,379.0,0.0,210.0,0.0,109.0,10.0
421010345023,940.0,612.0,0.0,353.0,0.0,0.0,0.0
421010345021,647.0,173.0,0.0,18.0,0.0,33.0,115.0
421010345022,1943.0,400.0,0.0,98.0,30.0,0.0,18.0
421010011022,1088.0,168.0,0.0,332.0,0.0,0.0,63.0
421010011021,827.0,23.0,0.0,55.0,0.0,0.0,0.0
421010009021,817.0,134.0,20.0,361.0,0.0,0.0,29.0
421010009022,1025.0,69.0,0.0,126.0,0.0,33.0,39.0
421010009012,584.0,49.0,0.0,186.0,0.0,18.0,20.0
421010009011,868.0,38.0,0.0,160.0,0.0,0.0,26.0
421010172011,91.0,658.0,0.0,0.0,0.0,9.0,162.0
421010172012,148.0,435.0,0.0,0.0,0.0,52.0,112.0
421010172013,84.0,938.0,0.0,136.0,0.0,45.0,0.0
421010172023,16.0,416.0,35.0,0.0,0.0,0.0,0.0
421010348013,1604.0,257.0,0.0,10.0,0.0,11.0,17.0
421019803001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010311011,437.0,716.0,0.0,175.0,0.0,225.0,143.0
421010201022,17.0,294.0,0.0,0.0,0.0,0.0,0.0
421010311013,342.0,583.0,0.0,196.0,0.0,94.0,50.0
421010311014,458.0,768.0,11.0,94.0,0.0,586.0,86.0
421010311012,329.0,360.0,0.0,13.0,0.0,99.0,0.0
421010311022,91.0,489.0,0.0,0.0,0.0,11.0,0.0
421010311021,129.0,476.0,47.0,7.0,0.0,56.0,21.0
421010311024,366.0,932.0,0.0,249.0,0.0,201.0,11.0
421010311023,148.0,827.0,20.0,86.0,0.0,175.0,24.0
421010195021,600.0,208.0,0.0,0.0,0.0,137.0,92.0
421010195022,860.0,307.0,0.0,0.0,0.0,726.0,111.0
421010172022,0.0,848.0,0.0,37.0,0.0,0.0,0.0
421010172024,32.0,541.0,0.0,81.0,0.0,0.0,0.0
421010172021,65.0,1041.0,0.0,0.0,0.0,0.0,0.0
421010274013,52.0,343.0,7.0,123.0,0.0,60.0,0.0
421010274012,302.0,552.0,0.0,391.0,0.0,0.0,65.0
421010274011,256.0,304.0,0.0,604.0,0.0,77.0,24.0
421010201011,134.0,1217.0,0.0,78.0,0.0,0.0,39.0
421010201012,72.0,948.0,0.0,0.0,0.0,0.0,0.0
421010201013,86.0,1114.0,0.0,0.0,0.0,0.0,18.0
421010201023,82.0,783.0,0.0,0.0,0.0,0.0,0.0
421010201024,56.0,583.0,0.0,0.0,0.0,0.0,0.0
421010201021,28.0,929.0,0.0,0.0,6.0,27.0,0.0
421010086023,152.0,321.0,0.0,8.0,0.0,16.0,46.0
421010375002,568.0,1077.0,0.0,13.0,0.0,60.0,51.0
421010375001,1119.0,971.0,0.0,216.0,0.0,20.0,105.0
421019808001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421010180021,1577.0,4.0,0.0,0.0,0.0,38.0,0.0
421010180022,1537.0,0.0,0.0,18.0,0.0,47.0,41.0
421010180024,703.0,0.0,0.0,86.0,0.0,0.0,0.0
421010180023,1947.0,0.0,0.0,0.0,0.0,0.0,38.0
421010088012,186.0,25.0,15.0,101.0,27.0,15.0,5.0
421010088011,1317.0,200.0,0.0,369.0,0.0,27.0,33.0
421010098012,140.0,1147.0,0.0,88.0,0.0,0.0,32.0
421010122011,297.0,120.0,0.0,244.0,0.0,0.0,0.0
421010122012,612.0,1306.0,182.0,287.0,0.0,54.0,12.0
421010098011,145.0,786.0,0.0,0.0,0.0,14.0,39.0
421010071011,0.0,1047.0,0.0,21.0,0.0,0.0,0.0
421010071012,37.0,921.0,0.0,0.0,0.0,0.0,0.0
421010071013,40.0,572.0,0.0,0.0,0.0,0.0,0.0
421010028012,520.0,84.0,114.0,243.0,0.0,502.0,4.0
421010361003,2064.0,43.0,0.0,0.0,0.0,215.0,22.0
421010362014,1072.0,105.0,0.0,0.0,0.0,0.0,15.0
421010369003,2351.0,383.0,15.0,1140.0,0.0,11.0,157.0
421010369001,95.0,11.0,0.0,21.0,0.0,0.0,0.0
421010369002,1187.0,237.0,8.0,97.0,0.0,14.0,13.0
421010373003,841.0,220.0,35.0,83.0,0.0,0.0,0.0
421010373001,1766.0,0.0,0.0,52.0,0.0,0.0,0.0
421010373002,2431.0,0.0,0.0,150.0,0.0,0.0,25.0
421010372002,1265.0,0.0,0.0,266.0,0.0,0.0,33.0
421010372001,1005.0,9.0,0.0,50.0,0.0,0.0,33.0
421010372004,278.0,390.0,0.0,363.0,0.0,198.0,7.0
421010315012,798.0,147.0,0.0,117.0,0.0,0.0,0.0
421010315011,839.0,62.0,0.0,197.0,0.0,0.0,0.0
421010305011,491.0,754.0,43.0,67.0,0.0,163.0,266.0
421010305013,372.0,1814.0,0.0,71.0,0.0,14.0,70.0
421010305012,460.0,832.0,0.0,235.0,0.0,372.0,90.0
421010305023,407.0,388.0,0.0,367.0,0.0,128.0,49.0
421010305021,164.0,716.0,0.0,85.0,0.0,136.0,30.0
421010305022,292.0,800.0,0.0,225.0,0.0,244.0,31.0
421010195023,197.0,64.0,0.0,0.0,0.0,227.0,0.0
421010195011,798.0,87.0,28.0,0.0,0.0,311.0,171.0
421010195013,596.0,29.0,1.0,0.0,0.0,738.0,7.0
421010305024,276.0,1201.0,0.0,405.0,0.0,108.0,112.0
421010305025,246.0,272.0,0.0,25.0,4.0,80.0,0.0
421010098023,348.0,1746.0,0.0,58.0,0.0,0.0,36.0
421010098022,244.0,2568.0,0.0,0.0,0.0,0.0,38.0
421010098021,80.0,1260.0,0.0,0.0,0.0,0.0,49.0
421010180013,749.0,11.0,0.0,0.0,0.0,0.0,115.0
421010195012,895.0,211.0,79.0,0.0,14.0,739.0,0.0
421010289012,414.0,158.0,0.0,115.0,0.0,326.0,276.0
421010289011,376.0,483.0,0.0,225.0,0.0,653.0,20.0
421010289013,340.0,277.0,178.0,0.0,0.0,337.0,0.0
421010289021,269.0,356.0,0.0,9.0,0.0,559.0,8.0
421010289023,392.0,637.0,0.0,86.0,0.0,404.0,39.0
421010289022,446.0,191.0,0.0,269.0,0.0,639.0,25.0
421010289024,438.0,149.0,0.0,224.0,0.0,496.0,431.0
421010289025,57.0,303.0,3.0,46.0,9.0,136.0,111.0
421010331014,914.0,42.0,0.0,76.0,0.0,0.0,58.0
421010331013,791.0,0.0,0.0,0.0,0.0,0.0,0.0
421010331012,948.0,104.0,0.0,57.0,0.0,50.0,34.0
421010331011,1539.0,0.0,0.0,73.0,0.0,0.0,31.0
421010010023,1134.0,36.0,0.0,59.0,0.0,0.0,0.0
421010010021,1190.0,17.0,32.0,28.0,0.0,0.0,31.0
421010010022,732.0,0.0,0.0,36.0,0.0,0.0,14.0
421010010012,1037.0,27.0,0.0,56.0,0.0,0.0,73.0
421010010011,1260.0,26.0,0.0,81.0,0.0,0.0,12.0
421010208002,448.0,150.0,0.0,62.0,0.0,0.0,9.0
421010004022,1611.0,149.0,0.0,185.0,0.0,0.0,0.0
421010180012,986.0,40.0,0.0,53.0,0.0,0.0,163.0
421010383003,183.0,292.0,0.0,0.0,16.0,192.0,0.0
421010383002,424.0,232.0,95.0,0.0,0.0,151.0,9.0
421010372003,617.0,0.0,0.0,0.0,0.0,0.0,6.0
421010383001,632.0,567.0,3.0,0.0,0.0,472.0,78.0
421010390006,90.0,1023.0,0.0,27.0,0.0,25.0,0.0
421010180011,884.0,16.0,0.0,0.0,0.0,0.0,10.0
421010177025,405.0,365.0,0.0,0.0,0.0,355.0,27.0
421010177024,482.0,302.0,0.0,0.0,0.0,505.0,54.0
421010177021,197.0,213.0,0.0,17.0,0.0,354.0,45.0
421010268003,34.0,905.0,0.0,0.0,0.0,0.0,38.0
421010319001,406.0,293.0,0.0,51.0,0.0,285.0,47.0
421010319004,267.0,43.0,81.0,19.0,0.0,114.0,35.0
421010319005,518.0,691.0,0.0,37.0,0.0,55.0,28.0
421010319003,466.0,235.0,0.0,41.0,0.0,56.0,0.0
421010319002,731.0,402.0,0.0,76.0,0.0,131.0,28.0
421010330007,383.0,131.0,0.0,0.0,0.0,0.0,77.0
421010330003,1327.0,0.0,0.0,0.0,0.0,21.0,180.0
421010330001,498.0,0.0,0.0,0.0,0.0,0.0,0.0
421010330004,840.0,739.0,0.0,0.0,0.0,475.0,56.0
421010330005,1107.0,145.0,0.0,0.0,0.0,104.0,18.0
421010330006,420.0,86.0,0.0,0.0,0.0,43.0,140.0
421010330002,501.0,0.0,0.0,63.0,0.0,0.0,0.0
421010161001,2128.0,221.0,0.0,31.0,0.0,99.0,27.0
421010161002,850.0,38.0,0.0,307.0,0.0,425.0,100.0
421010161003,445.0,0.0,0.0,217.0,0.0,200.0,48.0
421010161004,232.0,23.0,74.0,212.0,0.0,308.0,42.0
421010169012,19.0,681.0,0.0,0.0,0.0,0.0,0.0
421010169011,31.0,1051.0,0.0,0.0,0.0,0.0,9.0
421010169013,57.0,1357.0,0.0,0.0,0.0,0.0,0.0
421010174001,197.0,735.0,0.0,0.0,0.0,0.0,38.0
421010174002,122.0,1015.0,0.0,0.0,0.0,0.0,0.0
421010158002,838.0,7.0,0.0,0.0,0.0,0.0,0.0
421010158004,826.0,0.0,0.0,0.0,0.0,0.0,9.0
421010158006,611.0,0.0,0.0,0.0,0.0,42.0,0.0
421010158005,1152.0,81.0,0.0,47.0,0.0,0.0,41.0
421010158003,1246.0,0.0,0.0,19.0,0.0,0.0,0.0
421010158001,1145.0,77.0,0.0,29.0,0.0,0.0,37.0
421010164004,484.0,796.0,0.0,0.0,0.0,196.0,86.0
421010164001,346.0,576.0,0.0,0.0,0.0,212.0,0.0
421010164002,148.0,97.0,0.0,0.0,0.0,200.0,6.0
421010164003,146.0,919.0,72.0,0.0,0.0,187.0,169.0
421010169022,47.0,778.0,0.0,0.0,0.0,0.0,0.0
421010169021,26.0,1294.0,0.0,0.0,0.0,45.0,0.0
421010169024,12.0,1242.0,0.0,0.0,0.0,0.0,0.0
421010169023,154.0,1356.0,0.0,0.0,0.0,0.0,0.0
421010171003,84.0,1222.0,0.0,0.0,0.0,0.0,36.0
421010171004,38.0,669.0,0.0,0.0,0.0,18.0,23.0
421010171001,0.0,1040.0,0.0,0.0,0.0,35.0,69.0
421010171002,37.0,1067.0,0.0,0.0,0.0,0.0,0.0
421010259004,0.0,558.0,0.0,14.0,0.0,0.0,95.0
421010259001,0.0,464.0,0.0,0.0,0.0,0.0,0.0
421010259002,0.0,808.0,0.0,0.0,0.0,0.0,21.0
421010259006,17.0,734.0,0.0,0.0,0.0,0.0,0.0
421010259003,17.0,815.0,0.0,0.0,0.0,0.0,0.0
421010259005,18.0,1206.0,0.0,15.0,0.0,0.0,30.0
421010290004,701.0,588.0,0.0,134.0,0.0,869.0,1.0
421010290001,21.0,259.0,276.0,8.0,0.0,0.0,28.0
421010290003,1427.0,953.0,0.0,150.0,0.0,410.0,62.0
421010007002,1285.0,189.0,0.0,270.0,0.0,0.0,34.0
421010025001,871.0,391.0,0.0,54.0,0.0,7.0,80.0
421010033005,438.0,167.0,0.0,135.0,0.0,13.0,0.0
421010007003,375.0,273.0,0.0,198.0,0.0,0.0,36.0
421010007001,560.0,77.0,0.0,146.0,8.0,0.0,0.0
421010284001,211.0,1324.0,0.0,12.0,0.0,0.0,28.0
421010286002,114.0,76.0,0.0,171.0,0.0,43.0,0.0
421010286003,172.0,283.0,0.0,37.0,0.0,0.0,0.0
421010286004,102.0,671.0,0.0,164.0,0.0,113.0,0.0
421010286005,130.0,445.0,0.0,134.0,0.0,104.0,178.0
421010286006,192.0,553.0,0.0,0.0,0.0,218.0,0.0
421010286001,460.0,1857.0,0.0,99.0,0.0,358.0,0.0
421010001001,1487.0,142.0,0.0,258.0,0.0,0.0,24.0
421010001002,1503.0,408.0,0.0,234.0,0.0,33.0,66.0
421010013005,1866.0,566.0,0.0,306.0,0.0,0.0,87.0
421010013004,436.0,522.0,0.0,11.0,0.0,0.0,13.0
421010013001,583.0,87.0,0.0,29.0,0.0,21.0,0.0
421010013002,900.0,258.0,0.0,42.0,0.0,0.0,15.0
421010013003,274.0,246.0,136.0,0.0,0.0,84.0,0.0
421010042013,854.0,0.0,0.0,0.0,0.0,0.0,0.0
421010042014,1602.0,19.0,0.0,605.0,0.0,0.0,0.0
421010042011,455.0,0.0,0.0,0.0,0.0,0.0,0.0
421010056001,93.0,835.0,0.0,9.0,0.0,14.0,19.0
421010067003,33.0,701.0,0.0,24.0,0.0,0.0,31.0
421010067002,35.0,477.0,0.0,104.0,0.0,0.0,0.0
421010067001,95.0,879.0,27.0,84.0,0.0,0.0,54.0
421010067004,114.0,621.0,0.0,0.0,0.0,0.0,0.0
421010067007,178.0,1076.0,0.0,0.0,0.0,0.0,0.0
421010067005,3.0,1335.0,0.0,222.0,0.0,0.0,0.0
421010067006,0.0,551.0,0.0,91.0,0.0,0.0,0.0
421010003002,1921.0,133.0,0.0,366.0,18.0,0.0,186.0
421010003001,682.0,37.0,0.0,174.0,0.0,0.0,17.0
421010005001,1096.0,877.0,19.0,422.0,0.0,36.0,64.0
421010024001,597.0,13.0,0.0,0.0,0.0,49.0,41.0
421010024004,441.0,25.0,0.0,173.0,0.0,0.0,0.0
421010024003,1253.0,15.0,0.0,54.0,0.0,0.0,0.0
421010024005,477.0,415.0,0.0,16.0,0.0,37.0,26.0
421010024002,1127.0,38.0,0.0,572.0,0.0,0.0,16.0
421010100004,190.0,1228.0,0.0,5.0,0.0,0.0,50.0
421010100001,72.0,1282.0,0.0,0.0,0.0,0.0,9.0
421010100002,72.0,802.0,0.0,45.0,0.0,56.0,0.0
421010100003,37.0,858.0,0.0,38.0,0.0,0.0,0.0
421010101002,22.0,798.0,26.0,0.0,0.0,0.0,0.0
421010101001,18.0,1725.0,79.0,0.0,0.0,0.0,38.0
421010101006,31.0,1447.0,0.0,0.0,0.0,0.0,46.0
421010101003,0.0,1075.0,0.0,0.0,0.0,0.0,0.0
421010101004,558.0,720.0,0.0,0.0,0.0,0.0,25.0
421010101005,0.0,467.0,0.0,0.0,0.0,0.0,0.0
421010101007,0.0,599.0,0.0,0.0,0.0,0.0,57.0
421010107001,25.0,611.0,0.0,0.0,0.0,0.0,0.0
421010107004,9.0,783.0,0.0,0.0,0.0,0.0,0.0
421010107002,81.0,1429.0,0.0,6.0,0.0,0.0,0.0
421010107003,13.0,555.0,0.0,6.0,0.0,0.0,9.0
421010133002,440.0,900.0,0.0,95.0,0.0,28.0,25.0
421010133001,1002.0,399.0,0.0,194.0,0.0,190.0,81.0
421010247005,123.0,347.0,0.0,0.0,0.0,0.0,1.0
421010247002,54.0,796.0,0.0,15.0,0.0,0.0,8.0
421010038004,814.0,0.0,0.0,77.0,0.0,0.0,0.0
421010038003,842.0,41.0,0.0,0.0,0.0,0.0,10.0
421010038001,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
421010038002,777.0,1.0,0.0,7.0,0.0,20.0,40.0
421010125002,1938.0,272.0,0.0,428.0,0.0,0.0,45.0
421010125001,1194.0,136.0,19.0,109.0,0.0,8.0,0.0
421010125003,803.0,119.0,29.0,187.0,0.0,0.0,0.0
421010018001,1086.0,14.0,0.0,0.0,0.0,9.0,0.0
421010018002,1257.0,540.0,0.0,281.0,0.0,34.0,51.0
421010021002,590.0,1150.0,0.0,52.0,0.0,7.0,15.0
421010021001,144.0,301.0,0.0,14.0,0.0,0.0,7.0
421010257001,390.0,1320.0,0.0,96.0,0.0,0.0,158.0
421010033004,27.0,390.0,0.0,0.0,0.0,0.0,0.0
421010033006,239.0,1135.0,0.0,21.0,0.0,0.0,0.0
421010033003,51.0,600.0,0.0,0.0,0.0,0.0,16.0
421010033001,589.0,1436.0,0.0,28.0,0.0,143.0,0.0
421010033002,187.0,394.0,0.0,114.0,0.0,0.0,51.0
421010040023,1031.0,0.0,0.0,0.0,0.0,0.0,138.0
421010040021,773.0,0.0,0.0,20.0,0.0,0.0,88.0
421010040024,813.0,0.0,0.0,0.0,0.0,0.0,0.0
421010040022,2047.0,16.0,0.0,68.0,0.0,0.0,41.0
421010042012,1662.0,24.0,0.0,138.0,0.0,0.0,29.0
421010203002,152.0,1422.0,18.0,0.0,0.0,153.0,32.0
421010203001,71.0,846.0,0.0,0.0,0.0,40.0,52.0
421010209004,629.0,48.0,0.0,0.0,0.0,9.0,8.0
421010208001,617.0,690.0,0.0,207.0,0.0,11.0,32.0
421010209003,465.0,83.0,0.0,46.0,0.0,0.0,14.0
421010209001,781.0,16.0,0.0,0.0,0.0,1.0,0.0
421010209002,393.0,24.0,0.0,0.0,0.0,42.0,0.0
421010207003,1500.0,66.0,0.0,60.0,0.0,60.0,22.0
421010207002,766.0,54.0,0.0,71.0,0.0,0.0,83.0
421010207001,1178.0,96.0,0.0,70.0,0.0,35.0,23.0
421010207004,935.0,502.0,0.0,137.0,0.0,0.0,191.0
421010184001,731.0,0.0,4.0,0.0,0.0,0.0,18.0
421010184002,1462.0,2.0,0.0,24.0,0.0,0.0,0.0
421010307003,1021.0,912.0,0.0,119.0,0.0,28.0,53.0
421010307001,577.0,343.0,0.0,9.0,0.0,0.0,60.0
421010307002,687.0,264.0,0.0,291.0,0.0,7.0,6.0
421010312001,133.0,961.0,7.0,216.0,0.0,115.0,19.0
421010312002,427.0,1043.0,0.0,432.0,0.0,360.0,28.0
421010312003,408.0,794.0,0.0,99.0,0.0,102.0,63.0
421010231001,1280.0,4.0,6.0,12.0,0.0,13.0,8.0
421010235001,715.0,397.0,0.0,69.0,0.0,9.0,92.0
421010019002,1119.0,321.0,0.0,42.0,0.0,0.0,25.0
421010019003,424.0,418.0,0.0,63.0,0.0,0.0,32.0
421010019001,567.0,349.0,0.0,0.0,0.0,0.0,21.0
421010031006,55.0,321.0,0.0,0.0,0.0,0.0,0.0
421010070004,0.0,353.0,0.0,0.0,0.0,0.0,0.0
421010070003,53.0,678.0,0.0,0.0,0.0,0.0,0.0
421010070001,0.0,854.0,0.0,0.0,0.0,0.0,0.0
421010070002,8.0,360.0,0.0,57.0,0.0,0.0,0.0
421010070005,29.0,786.0,0.0,0.0,0.0,0.0,0.0
421010080002,493.0,569.0,112.0,59.0,0.0,0.0,28.0
421010080004,32.0,927.0,0.0,29.0,0.0,27.0,197.0
421010080003,55.0,708.0,0.0,16.0,0.0,10.0,34.0
421010210001,705.0,20.0,40.0,0.0,0.0,0.0,75.0
421010210004,1316.0,266.0,0.0,16.0,0.0,25.0,0.0
421010210002,497.0,16.0,0.0,0.0,0.0,0.0,17.0
421010210003,900.0,3.0,0.0,0.0,0.0,0.0,0.0
421010210005,1006.0,140.0,0.0,0.0,0.0,0.0,0.0
421010347021,1163.0,167.0,0.0,518.0,0.0,123.0,142.0
421010147002,711.0,545.0,0.0,301.0,0.0,0.0,23.0
421010147001,214.0,1195.0,0.0,44.0,0.0,0.0,22.0
421010156002,288.0,241.0,0.0,21.0,0.0,411.0,76.0
421010156001,301.0,98.0,48.0,22.0,0.0,372.0,46.0
421010163001,314.0,94.0,35.0,269.0,0.0,391.0,0.0
421010163003,421.0,32.0,0.0,0.0,0.0,241.0,0.0
421010163002,424.0,8.0,0.0,0.0,0.0,364.0,0.0
421010163004,436.0,125.0,0.0,34.0,0.0,388.0,91.0
421010178002,479.0,516.0,39.0,0.0,0.0,104.0,0.0
421010278004,64.0,946.0,0.0,0.0,0.0,0.0,37.0
421010278001,174.0,1317.0,0.0,35.0,0.0,0.0,0.0
421010278002,31.0,1072.0,8.0,3.0,0.0,2.0,0.0
421010278003,0.0,878.0,0.0,0.0,0.0,0.0,24.0
421010282002,195.0,1408.0,0.0,0.0,0.0,0.0,0.0
421010282003,189.0,1896.0,0.0,287.0,0.0,29.0,54.0
421010282001,54.0,853.0,0.0,107.0,0.0,0.0,0.0
421010288003,332.0,177.0,0.0,291.0,0.0,257.0,155.0
421010288001,439.0,325.0,0.0,77.0,0.0,1027.0,8.0
421010288002,289.0,236.0,0.0,223.0,0.0,216.0,99.0
421010298002,289.0,460.0,0.0,67.0,0.0,0.0,1.0
421010298004,804.0,431.0,0.0,37.0,0.0,0.0,63.0
421010298003,283.0,87.0,0.0,31.0,0.0,0.0,149.0
421010298001,499.0,606.0,0.0,53.0,0.0,606.0,30.0
421010298005,172.0,372.0,0.0,0.0,0.0,11.0,55.0
421010329004,670.0,77.0,0.0,29.0,0.0,0.0,0.0
421010329003,664.0,220.0,0.0,32.0,0.0,125.0,0.0
421010329005,617.0,100.0,0.0,18.0,0.0,0.0,0.0
421010329001,159.0,72.0,0.0,10.0,0.0,0.0,0.0
421010329002,289.0,49.0,0.0,5.0,0.0,157.0,10.0
421010348022,908.0,207.0,0.0,0.0,0.0,187.0,10.0
421010348023,1369.0,3.0,0.0,0.0,0.0,0.0,0.0
421010348021,1304.0,1275.0,0.0,0.0,0.0,257.0,0.0
421010348033,493.0,94.0,0.0,0.0,0.0,179.0,0.0
